ClassID,ClassName,SubClassName,Nation,Type,SubType,Existance,ClassLaidDown,StandardDisplacement,FullDisplacement,LengthFull,LengthWL,Breadth,Draught,Engines,ShaftHorsePower,SubmergedShipHorsePower,Fuel,Speed,CruiseSpeed,SubmergedSpeed,SubmergedCruiseSpeed,Range,SubmergedRange,DivingDepth,MainGun,MainBroadside,MainGunTotal,SecondaryGun,SecondaryBroadside,SecondaryGunTotal,MainTorpedoLauncher,MainTorpedoLauncherType,MainTorpedoTubeMax,MainTorpedoTubeTotal,MainTorpedoCount,SecondaryTorpedoLauncher,SecondaryTorpedoLauncherType,SecondaryTorpedoTubeMax,SecondaryTorpedoTubeTotal,SecondaryTorpedoCount,ArmorBeltMat,ArmorBelt,ArmorBeltAngle,ArmorDeck,FlightDeckArea,HangarArea,Catapults,HasSkiJump,Compliment,Source
tb-tb-xxxiv-1889,TB XXXIV Class (1889),TB XXXIV Class (1889),ahn,Attack,Torpedo Boat,Built,1888-10-01,64,,,36.9,4.8,1.9,2C-EE,750,0,Coal,20.3,,0,0,,0,0,,2,2,,0,0,356mm,Fixed,1,1,,356mm,Mount,1,1,1,,0,0,0,0,0,0,FALSE,16,https://www.navypedia.org/ships/austrohungary/ah_dd_xxxiv.htm
tb-natter-1896,Schichau Class (1896),Natter (1896),ahn,Attack,Torpedo Boat,Built,1895-01-01,166,,,47.3,5.3,2.8,3C-EE,2200,0,Coal,24,12,0,0,2600,0,0,,2,2,,0,0,450mm,Mount,2,3,,,,0,0,0,,0,0,0,0,0,0,FALSE,21,https://www.navypedia.org/ships/austrohungary/ah_dd_natter.htm
tb-viper-1896,Viper Class (1896),Viper (1896),ahn,Attack,Torpedo Boat,Built,1895-01-01,124,,,45,4.5,2.3,3C-EE,1900,0,Coal,25,,0,0,,0,0,,2,2,,0,0,450mm,Mount,2,3,,,,0,0,0,,0,0,0,0,0,0,FALSE,21,https://www.navypedia.org/ships/austrohungary/ah_dd_viper.htm
tb-python-1898,Viper Class (1896),Python (1898),ahn,Attack,Torpedo Boat,Built,1897-07-01,132,,,46.6,4.7,2.3,3C-EE,2000,0,Coal,24.5,,0,0,,0,0,,2,2,,0,0,450mm,Mount,2,3,,,,0,0,0,,0,0,0,0,0,0,FALSE,21,https://www.navypedia.org/ships/austrohungary/ah_dd_python.htm
tb-kaiman-1905,Kaiman Class (1905),Kaiman Class (1905),ahn,Attack,Torpedo Boat,Built,1904-10-01,210,,,56,5.5,1.3,3C-EE,3000,0,Coal,26,16,0,0,1030,0,0,,3,4,,0,0,450mm,Mount,2,3,,,,0,0,0,,0,0,0,0,0,0,FALSE,31,https://www.navypedia.org/ships/austrohungary/ah_dd_kaiman.htm
tb-tb-i-1909,TB.I Class (1909),TB.I Class (1909),ahn,Attack,Torpedo Boat,Built,1909-04-01,116,,,44.2,4.4,1.45,3C-EE,2500,0,Oil,28,,0,0,,0,0,,2,2,,0,0,450mm,Mount,2,2,,,,0,0,0,,0,0,0,0,0,0,FALSE,20,https://www.navypedia.org/ships/austrohungary/ah_dd_tb_i.htm
tb-no-7-1910,No 7 Class (1910),No 7 Class (1910),ahn,Attack,Torpedo Boat,Built,1909-07-01,132,,,44.2,4.4,1.45,3C-EE,2400,0,Oil,26.5,,0,0,,0,0,,2,2,,0,0,450mm,Mount,2,2,,,,0,0,0,,0,0,0,0,0,0,FALSE,20,https://www.navypedia.org/ships/austrohungary/ah_dd_tb_vii.htm
tb-t-group-1914,250t Class (1914),T Group Class (1914),ahn,Attack,Torpedo Boat,Built,1913-04-01,262,320,,58.2,5.7,1.5,Turbine,5000,0,Coal+Oil,28,16,0,0,980,0,0,,2,2,,0,0,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,0,0,0,FALSE,39,https://www.navypedia.org/ships/austrohungary/ah_dd_74t.htm
tb-f-group-1915,250t Class (1914),F Group Class (1915),ahn,Attack,Torpedo Boat,Built,1913-10-01,266,330,,58.5,5.8,1.5,Turbine,5000,0,Coal+Oil,28,16,0,0,1200,0,0,,2,2,,0,0,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,0,0,0,FALSE,38,https://www.navypedia.org/ships/austrohungary/ah_dd_82f.htm
tb-m-group-1915,250t Class (1914),M Group Class (1915),ahn,Attack,Torpedo Boat,Built,1914-03-01,270,330,,60.5,5.6,1.5,Turbine,5000,0,Coal+Oil,29.5,16,0,0,1200,0,0,,2,2,,0,0,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,0,0,0,FALSE,38,https://www.navypedia.org/ships/austrohungary/ah_dd_98m.htm
bbar-kronprinz-erzherzog-rudolf,Kronprinz Erzherzog Rudolf Class,Kronprinz Erzherzog Rudolf Class,ahn,Battleship,Barbette Ship,Built,1884-01-25,6829,7100,,90.3,19.3,7.39,4C-EE,6000,0,Coal,15.5,10,0,0,2600,0,0,305/35 C.80,2,3,120/35 C.87,3,6,400mm,Fixed,1,4,,,,0,0,0,Steel,305,0,0,,,,FALSE,447,http://www.navypedia.org/ships/austrohungary/ah_bb_kronprinz_erzherzog_rudolf.htm
bbar-kronprinzessin-erzherzogin-stefanie,Kronprinzessin Erzherzogin Stefanie Class,Kronprinzessin Erzherzogin Stefanie Class,ahn,Battleship,Barbette Ship,Built,1884-11-12,5075,5300,,87.2,17.1,6.6,3C-EE,8000,0,Coal,17,10,0,0,2400,0,0,305/35 C.80,1,2,150/35 K.86,3,6,400mm,Fixed,1,4,,,,0,0,0,Compound,230,0,0,,,,FALSE,430,http://www.navypedia.org/ships/austrohungary/ah_bb_kronprinzessin_erzherzogin_stefanie.htm
pred-habsburg,Habsburg Class,Habsburg Class,ahn,Battleship,Pre-Dreadnought,Built,1899-03-13,8823,9000,,113.1,19.9,7.46,4C-EE,15063,0,Coal,19.5,10,0,0,3600,0,0,240/40 K.97,3,3,150/40 K.96,6,12,450mm,Fixed,1,2,,,,0,0,0,Harvey+Wood,220,0,0,,,,FALSE,638,http://www.navypedia.org/ships/austrohungary/ah_bb_habsburg.htm
pred-erzherzog-karl,Erzherzog Karl Class,Erzherzog Karl Class,ahn,Battleship,Pre-Dreadnought,Built,1902-07-24,10472,11000,,124.4,21.8,7.51,4C-EE,18000,0,Coal,20.5,10,0,0,4500,0,0,240/40 K.97,4,4,190/42,6,12,450mm,Fixed,1,2,,,,0,0,0,Krupp Cemented,210,0,0,,,,FALSE,638,http://www.navypedia.org/ships/austrohungary/ah_bb_erzherzzog_karl.htm
pred-radetzky,Radetzky Class,Radetzky Class,ahn,Battleship,Pre-Dreadnought,Built,1907-09-12,14508,15000,,137.5,24.6,8.1,4C-EE,19800,0,Coal,20.5,10,0,0,4000,0,0,305/45 K.10,4,4,240/45,4,8,450mm,Fixed,1,3,,,,0,0,0,Krupp Cemented,230,0,0,,,,FALSE,876,http://www.navypedia.org/ships/austrohungary/ah_bb_erzherzzog_franz_ferdinand.htm
bb-tegetthoff,Tegetthoff Class,Tegetthoff Class,ahn,Battleship,Dreadnought,Built,1910-07-24,20000,21600,,151,27.3,8.9,Turbine,27000,0,Coal,20,10,0,0,4200,0,0,305/45 K.10,12,12,150/50 K.10,6,12,533mm,Fixed,1,4,,,,0,0,0,Krupp Cemented,280,0,0,,,,FALSE,1090,http://www.navypedia.org/ships/austrohungary/ah_bb_viribus_unitis.htm
cds-monarch,Monarch Class,Monarch Class,ahn,Coastal Forces,Coastal Defense Ship,Built,1893-02-16,5645,6000,,97.7,17,6.4,3C-EE,8500,0,Coal,17.5,10,0,0,3000,0,0,240/40 K.94,4,4,150/40 K.94,3,6,450mm,Fixed,1,2,,,,0,0,0,Steel,270,0,0,,,,FALSE,426,http://www.navypedia.org/ships/austrohungary/ah_bb_monarch.htm
pc-panther,Panther Class,Panther Class,ahn,Cruiser,Protected Cruiser,Built,1884-10-29,1557,1800,,71.4,10.4,4.28,2C-EE,5940,0,Coal,18.4,10,0,0,2800,0,0,120/35 C.87,1,2,,0,0,350mm,Fixed,1,4,,,,0,0,0,Steel,0,0,12,,,,FALSE,186,http://www.navypedia.org/ships/austrohungary/ah_cr_panther.htm
pc-tiger,Tiger Class (1886),Tiger Class (1886),ahn,Cruiser,Protected Cruiser,Built,1886-10-05,1657,1950,,74.2,10.6,4.3,2C-EE,5700,0,Coal,18.6,10,0,0,2500,0,0,120/35 C.87,2,4,,0,0,350mm,Fixed,1,4,,,,0,0,0,Steel,0,0,12,,,,FALSE,188,http://www.navypedia.org/ships/austrohungary/ah_cr_tiger.htm
pc-kaiser-franz-joseph-i,Kaiser Franz Joseph I Class,Kaiser Franz Joseph I Class,ahn,Cruiser,Protected Cruiser,Built,1888-01-03,3967,4494,,97.9,14.8,5.7,3C-EE,8450,0,Coal,19,10,0,0,3500,0,0,240/35 C.86,2,2,150/35 K.86,3,6,400mm,Fixed,1,4,,,,0,0,0,Steel,0,0,50,,,,FALSE,367,http://www.navypedia.org/ships/austrohungary/ah_cr_kaiser_franz_joseph_i.htm
ac-kaiserin-und-konigin-maria-theresia,Kaiserin und Konigin Maria Theresia Class,Kaiserin und Konigin Maria Theresia Class,ahn,Cruiser,Armored Cruiser,Built,1891-10-06,5330,6026,,111.7,16.3,6.81,3C-EE,9000,0,Coal,19,10,0,0,3500,0,0,240/35 C.86,2,2,150/35 K.86,4,8,450mm,Fixed,1,4,,,,0,0,0,Harvey,100,0,0,,,,FALSE,475,http://www.navypedia.org/ships/austrohungary/ah_cr_kuk_maria_theresia.htm
ac-kaiser-karl-vi,Kaiser Karl VI Class,Kaiser Karl VI Class,ahn,Cruiser,Armored Cruiser,Built,1896-06-01,6166,6864,,117.9,17.3,6.75,4C-EE,12000,0,Coal,20.8,10,0,0,3500,0,0,240/40 K.94,2,2,150/40 K.96,4,8,450mm,Fixed,1,2,,,,0,0,0,Harvey,220,0,0,,,,FALSE,535,http://www.navypedia.org/ships/austrohungary/ah_cr_kaiser_karl_vi.htm
pc-zenta,Zenta Class,Zenta Class,ahn,Cruiser,Protected Cruiser,Built,1896-08-08,2313,2600,,96,11.7,4.24,4C-EE,10000,0,Coal,20.8,12,0,0,3500,0,0,120/40 C.96,5,8,,0,0,450mm,Fixed,1,2,,,,0,0,0,Steel,0,0,50,,,,FALSE,308,http://www.navypedia.org/ships/austrohungary/ah_cr_zenta.htm
ac-sankt-georg,Sankt Georg Class,Sankt Georg Class,ahn,Cruiser,Armored Cruiser,Built,1901-03-11,7289,8070,,123.2,19,6.83,4C-EE,15000,0,Coal,22,10,0,0,4500,0,0,240/40 K.01,2,2,190/42,3,5,450mm,Fixed,1,2,,,,0,0,0,Krupp Cemented,210,0,0,,,,FALSE,535,http://www.navypedia.org/ships/austrohungary/ah_cr_sankt_georg.htm
cs-admiral-spaun,Admiral Spaun Class,Admiral Spaun Class,ahn,Cruiser,Scout Cruiser,Built,1908-05-30,3500,4000,,129.7,12.8,5.3,Turbine,30000,0,Coal,27,24,0,0,1600,0,0,100/50 K.10,4,7,,0,0,450mm,Mount,1,2,,,,0,0,0,Krupp Cemented,60,0,0,,,,FALSE,327,http://www.navypedia.org/ships/austrohungary/ah_cr_admiral_spaun.htm
cs-novara,Novara Class,Novara Class,ahn,Cruiser,Scout Cruiser,Built,1911-09-09,3500,4010,,129.7,12.8,5.3,Turbine,30000,0,Coal,27,24,0,0,1600,0,0,100/50 K.10,5,9,,0,0,533mm,Mount,2,2,,450mm,Fixed,2,4,,Krupp Cemented,60,0,0,,,,FALSE,327,http://www.navypedia.org/ships/austrohungary/ah_cr_saida14.htm
tc-zara,Zara Class (1878),Zara Class (1878),ahn,Escort,Torpedo Gunboat,Built,1878-08-08,838,852,,62.7,8.2,3.7,1C-EE,2600,0,Coal,14.3,8.5,0,0,1160,0,0,87/24 M.75,2,4,66/18,1,1,350mm,Mount,2,2,,,,0,0,0,,0,0,0,,,,FALSE,148,http://www.navypedia.org/ships/austrohungary/ah_dd_zara.htm
tc-sebenico,Sebenico Class,Sebenico Class,ahn,Escort,Torpedo Gunboat,Built,1880-11-08,883,890,,69.7,8.2,3.4,1C-EE,1344,0,Coal,12.8,11,0,0,800,0,0,87/24 M.75,2,4,66/18,1,1,350mm,Mount,1,1,,,,0,0,0,,0,0,0,,,,FALSE,135,http://www.navypedia.org/ships/austrohungary/ah_dd_sebenico.htm
tg-meteor,Meteor Class (1886),Meteor Class (1886),ahn,Escort,Torpedo Gunboat,Built,1886-01-01,350,436,,57,6.8,2.6,2C-EE,2600,0,Coal,21,10,0,0,2200,0,0,47/33 H,5,9,,0,0,450mm,Mount,1,1,,450mm,Fixed,1,1,,,0,0,0,,,,FALSE,60,http://www.navypedia.org/ships/austrohungary/ah_dd_meteor.htm
tg-planet,Planet Class,Planet Class,ahn,Escort,Torpedo Gunboat,Built,1888-01-01,480,525,,67.1,7,2.8,2C-EE,3500,0,Coal,19.6,10,0,0,1300,0,0,66/42 S,2,2,47/44 H,4,8,450mm,Mount,1,1,,450mm,Fixed,1,1,,,0,0,0,,,,FALSE,84,http://www.navypedia.org/ships/austrohungary/ah_dd_planet.htm
tg-blitz,Blitz Class (1888),Blitz Class (1888),ahn,Escort,Torpedo Gunboat,Built,1888-02-01,360,426,,59,6.9,2.1,2C-EE,2600,0,Coal,21,10,0,0,2200,0,0,47/44 H,4,8,,0,0,450mm,Mount,1,1,,450mm,Fixed,1,1,,,0,0,0,,,,FALSE,61,http://www.navypedia.org/ships/austrohungary/ah_dd_blitz.htm
tg-trabant,Trabant Class,Trabant Class,ahn,Escort,Torpedo Gunboat,Built,1889-01-01,490,540,,67,8,2.4,2C-EE,3800,0,Coal,20.1,10,0,0,2300,0,0,66/42 S,2,2,47/44 H,4,8,450mm,Mount,1,1,,450mm,Fixed,1,1,,,0,0,0,,,,FALSE,84,http://www.navypedia.org/ships/austrohungary/ah_dd_trabant.htm
tg-satellit,Satellit Class,Satellit Class,ahn,Escort,Torpedo Gunboat,Built,1892-01-01,540,616,,67.2,8.1,2.4,2C-EE,4000,0,Coal,23,10,0,0,4000,0,0,66/42 S,1,1,47/44 H,3,6,450mm,Mount,1,1,,450mm,Fixed,1,1,,,0,0,0,,,,FALSE,86,http://www.navypedia.org/ships/austrohungary/ah_dd_satellit.htm
tg-magnet,Magnet Class,Magnet Class,ahn,Escort,Torpedo Gunboat,Built,1895-03-01,485,510,,67.5,8.2,3.3,2C-EE,6000,0,Coal,26,10,0,0,4000,0,0,47/44 H,4,6,,0,0,450mm,Mount,2,2,,,,0,0,0,,0,0,0,,,,FALSE,80,http://www.navypedia.org/ships/austrohungary/ah_dd_magnet.htm
dd-huszar,Huszar Class,Huszar Class,ahn,Escort,Destroyer,Built,1904-09-01,386,389,,68.4,6.25,1.9,4C-EE,6000,0,Coal,28,28,0,0,500,0,0,66/45 BAG,1,1,47/44 S,4,7,450mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,67,http://www.navypedia.org/ships/austrohungary/ah_dd_huszar.htm
dd-warasdiner,Warasdiner Class,Warasdiner Class,ahn,Escort,Destroyer,Built,1911-03-01,386,400,,68.4,6.25,1.7,4C-EE,6000,0,Coal,30,28,0,0,500,0,0,66/45 BAG,2,2,66/30 BAG,2,4,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,75,http://www.navypedia.org/ships/austrohungary/ah_dd_warasdiner.htm
dd-tatra,Tatra Class,Tatra Class,ahn,Escort,Destroyer,Built,1911-10-01,870,1050,,84,7.8,3,Turbine,20600,0,Coal+Oil,32.5,12,0,0,1600,0,0,100/50 K.10,2,2,66/45 BAG,3,6,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,105,http://www.navypedia.org/ships/austrohungary/ah_dd_tatra.htm
dd-triglav,Triglav Class,Triglav Class,ahn,Escort,Destroyer,Built,1916-08-01,890,1045,,84.6,7.8,2.4,Turbine,20600,0,Coal+Oil,32.5,12,0,0,1600,0,0,100/50 K.10,2,2,66/45 BAG,1,2,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,114,http://www.navypedia.org/ships/austrohungary/ah_dd_triglav.htm
ss-u3-ahn,U3 Class,U3 Class,ahn,Submarine,Coastal Submarine,Built,1907-03-01,240,300,,42.3,3.65,2.8,Kerosene Electric,600,340,Kerosene,12,6,8.5,3,1200,45,30,,0,0,,0,0,450mm,Fixed,2,2,3,,,0,0,0,,0,0,0,,,,FALSE,21,http://www.navypedia.org/ships/austrohungary/ah_ss_u3.htm
ss-u1-ahn,U1 Class,U1 Class,ahn,Submarine,Coastal Submarine,Built,1907-07-01,230,270,,30.5,3.35,3.2,Petrol Electric,640,200,Petrol,10.3,6,5,3,950,40,20,,0,0,,0,0,450mm,Fixed,2,3,5,,,0,0,0,,0,0,0,,,,FALSE,17,http://www.navypedia.org/ships/austrohungary/ah_ss_u1.htm
ss-u5-ahn,U5 Class,U5 Class,ahn,Submarine,Coastal Submarine,Built,1908-02-01,236,273,,32.1,4.23,3.9,Petrol Electric,400,230,Petrol,10.1,7,9,3,2500,60,50,,0,0,,0,0,450mm,Fixed,2,2,4,,,0,0,0,,0,0,0,,,,FALSE,19,http://www.navypedia.org/ships/austrohungary/ah_ss_u5.htm
ss-u7-ahn,U7 Class,U7 Class,ahn,Submarine,Submarine,Built,1913-01-01,791,933,,69.5,6.3,3.79,Diesel Electric,2300,1240,Diesel,16.8,8,10.3,5,7370,115,50,,1,1,,0,0,450mm,Fixed,4,5,12,,,0,0,0,,0,0,0,,,,FALSE,36,http://www.navypedia.org/ships/austrohungary/ah_ss_u7.htm
ss-u14,Brumaire Class,U14 Class,ahn,Submarine,Submarine,Captured,1915-02-01,425,554,,52.1,5.14,3.1,Diesel Electric,900,560,Diesel,13.5,10,7,5,1700,84,40,,1,1,,0,0,450mm,Fixed,1,1,2,450mm,Collar,6,6,6,,0,0,0,,,,FALSE,29,http://www.navypedia.org/ships/austrohungary/ah_ss_u14.htm
ss-u10-ahn,U10 Class,U10 Class,ahn,Submarine,Coastal Submarine,Built,1915-04-01,127,141,,27.9,3.15,3.03,Diesel Electric,60,120,Diesel,7.5,5,6.2,4,1500,45,50,,0,0,,0,0,450mm,Fixed,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,14,http://www.navypedia.org/ships/austrohungary/ah_ss_u10.htm
ss-u20-ahn,U20 Class,U20 Class,ahn,Submarine,Coastal Submarine,Built,1915-09-01,173,210,,38.8,3.97,2.75,Diesel Electric,450,300,Diesel,12,7,9,4,2000,54,50,,1,1,,0,0,450mm,Fixed,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,18,http://www.navypedia.org/ships/austrohungary/ah_ss_u20.htm
ss-u27-ahn,UB II Class,U27 Class,ahn,Submarine,Coastal Submarine,Built,1916-03-01,278,312,,37.7,4.37,3.67,Diesel Electric,300,280,Diesel,9,5,5.7,4,4000,45,50,,1,1,,0,0,450mm,Fixed,2,2,4,,,0,0,0,,0,0,0,,,,FALSE,19,http://www.navypedia.org/ships/austrohungary/ah_ss_u27.htm
ss-u43-ahn,UB II Class,U43 Class,ahn,Submarine,Coastal Submarine,Bought,1916-07-01,272,305,,36.9,4.37,3.68,Diesel Electric,284,280,Diesel,8.8,5,6.2,4,6940,45,50,,1,1,,0,0,450mm,Fixed,2,2,4,,,0,0,0,,0,0,0,,,,FALSE,23,http://www.navypedia.org/ships/austrohungary/ah_ss_u43.htm
ss-u48-ahn,U48 Class,U48 Class,ahn,Submarine,Submarine,Cancelled,1916-11-01,818,1184,,73.3,6.7,3.3,Diesel Electric,2400,1200,Diesel,16.2,10,8.5,2.5,4000,100,50,,2,2,,0,0,450mm,Fixed,4,6,9,,,0,0,0,,0,0,0,,,,FALSE,32,http://www.navypedia.org/ships/austrohungary/ah_ss_u48.htm
ss-u41-ahn,UB II Class,U41 Class,ahn,Submarine,Coastal Submarine,Built,1917-02-01,280,326,,38.5,4.37,3.68,Diesel Electric,400,280,Diesel,9.4,5,5.8,4,4000,45,50,,1,1,,0,0,450mm,Fixed,2,2,4,,,0,0,0,,0,0,0,,,,FALSE,19,http://www.navypedia.org/ships/austrohungary/ah_ss_u41.htm
ss-u50-ahn,Project 835 Class,U50 Class,ahn,Submarine,Submarine,Cancelled,1917-03-01,840,1100,,73.5,6.3,4,Diesel Electric,2300,1200,Diesel,16.5,10,9,2.5,4000,100,50,,2,2,,0,0,450mm,Fixed,4,6,9,,,0,0,0,,0,0,0,,,,FALSE,33,http://www.navypedia.org/ships/austrohungary/ah_ss_u50.htm
ss-u101-ahn,U101 Class,U101 Class,ahn,Submarine,Submarine,Cancelled,1917-12-01,428,620,,53.5,5.8,3.6,Diesel Electric,1060,788,Diesel,13.2,6,8.2,4,3300,55,50,,1,1,,0,0,450mm,Fixed,4,5,10,,,0,0,0,,0,0,0,,,,FALSE,26,http://www.navypedia.org/ships/austrohungary/ah_ss_u101.htm
ss-u52-ahn,U52 Class,U52 Class,ahn,Submarine,Submarine,Cancelled,1918-01-01,849,1200,,76,7,3.5,Diesel Electric,2400,1480,Diesel,15.7,10,9,2.5,4000,100,50,,2,2,,0,0,450mm,Fixed,4,6,9,,,0,0,0,,0,0,0,,,,FALSE,40,http://www.navypedia.org/ships/austrohungary/ah_ss_u52.htm
ss-u107-ahn,U107 Class,U107 Class,ahn,Submarine,Submarine,Cancelled,1918-03-01,791,933,,69.5,7,,Diesel Electric,2300,1260,Diesel,16.8,,9.4,,,,50,,1,1,,0,0,450mm,Fixed,4,5,12,,,0,0,0,,0,0,0,,,,FALSE,36,http://www.navypedia.org/ships/austrohungary/ah_ss_u107.htm
ss-no510,Project 613 Class,No510 Class,albania,Submarine,Submarine,Captured,1961-05-01,1045,1342,,76,6.3,4.55,Diesel Electric,4000,2700,Diesel,18.3,10,13.1,2,8580,353,170,,0,0,,0,0,533mm,Fixed,4,6,12,,,0,0,0,,0,0,0,,,,FALSE,55,http://www.navypedia.org/ships/albania/al_ss_510.htm
fsg-mourad-rais,Project 1159T Class,Mourad Rais Class,algeria,Escort,Guided Missile Corvette,Bought,1980-12-20,1520,1900,,96.5,12.6,3.32,CODAG,36000,0,Gas Oil + Diesel,29,14,0,0,4000,0,0,,4,4,,0,0,,,0,0,,,,0,0,0,,0,0,0,,,,FALSE,108,http://www.navypedia.org/ships/algeria/alg_es_mourad_reis.htm
ffg-adhafer,Adhafer Class,Adhafer Class,algeria,Escort,Guided Missile Frigate,Built,2012-01-01,2100,2880,,120,14.4,3.9,Diesel Engine,32200,0,Diesel,28,16,0,0,3500,0,0,,1,1,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,,http://www.navypedia.org/ships/algeria/alg_es_adhafer.htm
ffg-erradi,Erradi Class,Erradi Class,algeria,Escort,Guided Missile Frigate,Built,2012-01-01,2500,3400,,107.3,16.3,5.05,CODAG,43300,0,Gas Oil + Diesel,30,16,0,0,7500,0,0,,1,1,,0,0,,,0,0,,,,0,0,0,,0,0,0,,,,FALSE,,http://www.navypedia.org/ships/algeria/alg_es_erradi.htm
